,file_name,label
0,ILSVRC2012_val_00000293.JPEG,0
1,ILSVRC2012_val_00002138.JPEG,0
2,ILSVRC2012_val_00003014.JPEG,0
3,ILSVRC2012_val_00006697.JPEG,0
4,ILSVRC2012_val_00007197.JPEG,0
5,ILSVRC2012_val_00009111.JPEG,0
6,ILSVRC2012_val_00009191.JPEG,0
7,ILSVRC2012_val_00009346.JPEG,0
8,ILSVRC2012_val_00009379.JPEG,0
9,ILSVRC2012_val_00009396.JPEG,0
10,ILSVRC2012_val_00010306.JPEG,0
11,ILSVRC2012_val_00011233.JPEG,0
12,ILSVRC2012_val_00011993.JPEG,0
13,ILSVRC2012_val_00012503.JPEG,0
14,ILSVRC2012_val_00013716.JPEG,0
15,ILSVRC2012_val_00016018.JPEG,0
16,ILSVRC2012_val_00017472.JPEG,0
17,ILSVRC2012_val_00017699.JPEG,0
18,ILSVRC2012_val_00017700.JPEG,0
19,ILSVRC2012_val_00017995.JPEG,0
20,ILSVRC2012_val_00018317.JPEG,0
21,ILSVRC2012_val_00021740.JPEG,0
22,ILSVRC2012_val_00023559.JPEG,0
23,ILSVRC2012_val_00024235.JPEG,0
24,ILSVRC2012_val_00025129.JPEG,0
25,ILSVRC2012_val_00025527.JPEG,0
26,ILSVRC2012_val_00026064.JPEG,0
27,ILSVRC2012_val_00026397.JPEG,0
28,ILSVRC2012_val_00028158.JPEG,0
29,ILSVRC2012_val_00029930.JPEG,0
30,ILSVRC2012_val_00030740.JPEG,0
31,ILSVRC2012_val_00031094.JPEG,0
32,ILSVRC2012_val_00031333.JPEG,0
33,ILSVRC2012_val_00034654.JPEG,0
34,ILSVRC2012_val_00037375.JPEG,0
35,ILSVRC2012_val_00037383.JPEG,0
36,ILSVRC2012_val_00037596.JPEG,0
37,ILSVRC2012_val_00037834.JPEG,0
38,ILSVRC2012_val_00037861.JPEG,0
39,ILSVRC2012_val_00039905.JPEG,0
40,ILSVRC2012_val_00040358.JPEG,0
41,ILSVRC2012_val_00040833.JPEG,0
42,ILSVRC2012_val_00041939.JPEG,0
43,ILSVRC2012_val_00045866.JPEG,0
44,ILSVRC2012_val_00045880.JPEG,0
45,ILSVRC2012_val_00046252.JPEG,0
46,ILSVRC2012_val_00046499.JPEG,0
47,ILSVRC2012_val_00048204.JPEG,0
48,ILSVRC2012_val_00048969.JPEG,0
49,ILSVRC2012_val_00000236.JPEG,1
50,ILSVRC2012_val_00000262.JPEG,1
51,ILSVRC2012_val_00000307.JPEG,1
52,ILSVRC2012_val_00000994.JPEG,1
53,ILSVRC2012_val_00002241.JPEG,1
54,ILSVRC2012_val_00002848.JPEG,1
55,ILSVRC2012_val_00003150.JPEG,1
56,ILSVRC2012_val_00003735.JPEG,1
57,ILSVRC2012_val_00004655.JPEG,1
58,ILSVRC2012_val_00004677.JPEG,1
59,ILSVRC2012_val_00005870.JPEG,1
60,ILSVRC2012_val_00006007.JPEG,1
61,ILSVRC2012_val_00006216.JPEG,1
62,ILSVRC2012_val_00009034.JPEG,1
63,ILSVRC2012_val_00010363.JPEG,1
64,ILSVRC2012_val_00010509.JPEG,1
65,ILSVRC2012_val_00011914.JPEG,1
66,ILSVRC2012_val_00012880.JPEG,1
67,ILSVRC2012_val_00013513.JPEG,1
68,ILSVRC2012_val_00013623.JPEG,1
69,ILSVRC2012_val_00016962.JPEG,1
70,ILSVRC2012_val_00018075.JPEG,1
71,ILSVRC2012_val_00019459.JPEG,1
72,ILSVRC2012_val_00020436.JPEG,1
73,ILSVRC2012_val_00020785.JPEG,1
74,ILSVRC2012_val_00020822.JPEG,1
75,ILSVRC2012_val_00021905.JPEG,1
76,ILSVRC2012_val_00022138.JPEG,1
77,ILSVRC2012_val_00023869.JPEG,1
78,ILSVRC2012_val_00028713.JPEG,1
79,ILSVRC2012_val_00030060.JPEG,1
80,ILSVRC2012_val_00030217.JPEG,1
81,ILSVRC2012_val_00031138.JPEG,1
82,ILSVRC2012_val_00032235.JPEG,1
83,ILSVRC2012_val_00032258.JPEG,1
84,ILSVRC2012_val_00032675.JPEG,1
85,ILSVRC2012_val_00034386.JPEG,1
86,ILSVRC2012_val_00037846.JPEG,1
87,ILSVRC2012_val_00038057.JPEG,1
88,ILSVRC2012_val_00044095.JPEG,1
89,ILSVRC2012_val_00045761.JPEG,1
90,ILSVRC2012_val_00046915.JPEG,1
