,base pred,meta pred,true label
0,854,854,854
1,197,197,197
2,268,268,268
3,396,396,396
4,572,572,572
5,854,854,854
6,689,775,885
7,890,768,890
8,689,775,411
9,727,727,727
10,681,681,478
11,743,799,897
12,68,68,66
13,144,144,144
14,544,544,451
15,410,410,410
16,899,899,899
17,921,921,921
18,326,326,326
19,573,573,573
20,331,331,331
21,610,610,610
22,130,130,130
23,222,286,222
24,753,856,609
25,345,690,345
26,346,346,346
27,192,192,192
28,269,269,270
29,114,112,459
30,591,591,591
31,194,194,185
32,282,360,2
33,577,494,577
34,265,265,267
35,478,285,285
36,10,10,17
37,130,130,130
38,352,353,351
39,889,889,889
40,496,496,496
41,317,317,317
42,101,101,101
43,689,887,850
44,216,216,216
45,784,696,784
46,996,946,946
47,73,77,73
48,633,719,927
49,462,559,660
50,265,266,265
51,737,737,503
52,430,430,430
53,825,825,825
54,857,406,857
55,375,375,375
56,960,934,934
57,716,716,716
58,885,748,419
59,718,525,912
60,874,874,874
61,8,8,7
62,807,904,915
63,818,998,776
64,507,507,507
65,353,353,352
66,110,115,115
67,209,209,209
68,912,33,982
69,313,313,313
70,16,16,95
71,967,505,827
72,256,256,256
73,195,195,195
74,349,349,349
75,422,844,491
76,180,180,180
77,22,22,21
78,409,409,892
79,736,785,736
80,786,786,786
81,404,404,895
82,280,280,277
83,400,400,400
84,933,933,728
85,906,965,762
86,233,233,233
87,191,191,191
88,530,531,826
89,584,584,584
90,514,456,981
91,183,197,183
92,590,590,826
93,754,481,844
94,552,552,552
95,261,261,261
96,410,410,410
97,876,385,385
98,127,127,127
99,524,461,524
100,961,961,961
101,860,498,424
102,537,537,537
103,851,851,851
104,625,625,625
105,917,917,917
106,592,592,592
107,906,906,585
108,936,936,936
109,6,6,6
110,519,634,462
111,393,393,108
112,807,807,818
113,138,138,138
114,469,469,787
115,957,957,957
116,68,68,66
117,676,834,537
118,590,487,487
119,578,775,697
120,304,301,301
121,196,196,198
122,562,562,562
123,601,534,655
124,228,228,228
125,617,617,617
126,492,492,492
127,372,372,372
128,867,569,867
129,847,847,847
130,66,66,68
131,122,122,122
132,792,596,777
133,928,928,692
134,437,437,957
135,881,881,881
136,96,96,96
137,678,414,678
138,495,495,495
139,688,688,688
140,688,688,688
141,412,778,523
142,877,877,877
143,857,857,624
144,506,600,749
145,628,628,628
146,181,181,181
147,559,559,588
148,667,813,823
149,718,718,839
150,182,182,182
151,349,349,349
152,433,433,638
153,765,765,857
154,20,20,20
155,315,311,312
156,84,84,84
157,348,348,348
158,354,354,354
159,781,781,781
160,984,984,984
161,397,5,5
162,242,242,242
163,478,539,800
164,593,414,529
165,218,218,218
166,970,752,752
167,924,924,922
168,579,579,579
169,155,155,152
170,761,761,761
171,965,572,572
172,345,690,346
173,69,69,69
174,175,175,175
175,872,860,827
176,46,46,40
177,280,280,272
178,175,175,175
179,173,173,173
180,90,90,90
181,245,245,245
182,828,828,828
183,281,282,281
184,208,208,161
185,454,454,454
186,703,703,559
187,519,703,739
188,179,179,243
189,902,501,902
190,2,2,2
191,443,443,443
192,95,95,95
193,505,686,868
194,331,331,331
195,961,922,961
196,67,67,67
197,553,553,553
198,19,19,19
199,865,549,916
200,191,189,256
201,437,437,437
202,889,889,889
203,319,319,319
204,27,114,126
205,982,982,801
206,750,885,750
207,237,237,237
208,925,925,925
209,922,922,922
210,243,243,242
211,350,347,350
212,195,195,158
213,559,523,765
214,380,380,380
215,915,915,921
216,100,100,100
217,692,920,692
218,549,549,549
219,333,333,333
220,250,250,249
221,238,238,240
222,110,110,110
223,309,309,309
224,169,169,169
225,206,233,233
226,309,309,309
227,367,367,367
228,223,223,273
229,430,430,430
230,357,357,357
231,77,77,73
232,114,34,126
233,42,42,43
234,387,387,387
235,48,48,48
236,316,316,316
237,354,348,345
238,332,226,230
239,121,121,121
240,389,389,758
241,389,389,389
242,46,39,46
243,421,556,421
244,150,150,150
245,501,541,678
246,302,302,310
247,780,780,780
248,592,592,485
249,58,58,395
250,16,16,16
251,290,290,290
252,249,249,249
253,308,303,71
254,997,997,997
255,129,129,129
256,56,56,56
257,731,959,773
258,881,881,722
259,961,961,948
260,409,892,892
261,517,517,517
262,328,328,328
263,469,469,469
264,870,870,870
265,681,681,681
266,177,177,177
267,306,306,306
268,893,692,531
269,218,218,218
270,239,239,240
271,954,954,954
272,554,554,554
273,699,542,699
274,309,309,309
275,681,681,548
276,234,234,234
277,804,804,503
278,21,377,377
279,471,471,471
280,417,417,417
281,494,494,494
282,412,412,753
283,350,350,350
284,686,787,475
285,811,811,811
286,817,751,751
287,755,755,755
288,670,870,670
289,986,986,944
290,363,363,363
291,774,774,774
292,859,859,859
293,187,187,186
294,847,847,847
295,197,197,197
296,882,891,691
297,77,77,77
298,442,442,497
299,805,805,805
300,337,337,337
301,561,561,561
302,485,507,707
303,238,238,240
304,441,441,441
305,821,821,821
306,692,838,443
307,456,456,456
308,935,935,935
309,240,240,238
310,830,830,830
311,881,881,881
312,230,230,230
313,984,301,309
314,25,25,25
315,580,792,717
316,480,480,480
317,826,826,531
318,79,79,79
319,423,423,526
320,365,365,365
321,302,300,300
322,963,963,963
323,821,821,821
324,143,143,143
325,969,978,978
326,440,440,440
327,58,35,35
328,11,11,10
329,116,116,116
330,447,693,525
331,732,732,732
332,381,381,381
333,804,631,968
334,743,743,743
335,974,975,969
336,44,44,44
337,652,830,830
338,560,560,560
339,586,586,847
340,382,373,374
341,968,585,960
342,558,558,683
343,464,885,584
344,594,594,594
345,953,953,931
346,725,725,505
347,635,635,635
348,360,360,360
349,919,919,919
350,36,36,37
351,673,673,673
352,712,572,868
353,889,889,486
354,738,738,738
355,570,570,570
356,773,773,773
357,802,802,802
358,441,438,438
359,973,973,973
360,980,980,980
361,934,963,934
362,839,839,839
363,424,424,423
364,853,853,853
365,900,666,438
366,145,145,145
367,983,983,313
368,194,194,194
369,292,292,292
370,295,295,295
371,437,694,701
372,713,713,742
373,541,541,541
374,671,671,671
375,16,16,16
376,763,763,763
377,42,42,43
378,648,648,664
379,360,319,320
380,537,537,537
381,591,591,591
382,971,971,971
383,381,381,382
384,986,986,986
385,509,509,454
386,639,638,639
387,206,206,206
388,681,681,681
389,214,214,214
390,713,713,713
391,748,748,492
392,885,584,927
393,989,989,989
394,372,372,372
395,266,266,266
396,249,281,282
397,440,440,737
398,655,728,399
399,415,964,964
400,710,712,626
401,907,907,907
402,874,874,874
403,591,591,591
404,11,11,11
405,145,145,145
406,182,182,158
407,563,563,563
408,420,420,650
409,310,310,310
410,40,40,46
411,169,169,169
412,106,104,346
413,619,818,720
414,642,642,642
415,427,427,427
416,453,453,453
417,978,978,978
418,733,733,733
419,783,783,783
420,846,619,846
421,94,32,30
422,307,302,307
423,85,85,85
424,747,747,747
425,637,637,637
426,575,717,675
427,518,518,518
428,551,551,551
429,502,655,845
430,853,853,853
431,254,254,254
432,667,667,667
433,441,441,968
434,353,353,353
435,166,166,167
436,591,591,591
437,377,377,377
438,450,450,450
439,212,212,212
440,153,153,153
441,841,841,841
442,828,828,828
443,21,21,21
444,463,678,491
445,594,594,594
446,647,647,647
447,200,200,185
448,383,383,383
449,660,660,660
450,174,174,174
451,103,344,337
452,476,476,476
453,612,612,612
454,222,222,222
455,763,763,763
456,943,909,809
457,546,546,420
458,929,929,930
459,575,575,575
460,595,595,595
461,765,750,774
462,290,388,298
463,148,148,148
464,432,456,558
465,725,725,900
466,419,785,465
467,968,968,966
468,364,364,364
469,751,751,751
470,434,452,533
471,349,349,348
472,680,909,813
473,651,651,827
474,193,193,193
475,744,657,744
476,326,326,326
477,74,74,72
478,796,796,796
479,50,50,50
480,904,904,904
481,911,911,911
482,837,837,837
483,488,488,837
484,649,649,649
485,898,898,898
486,663,663,708
487,667,667,400
488,14,14,14
489,239,239,239
490,806,496,496
491,241,241,241
492,825,825,646
493,527,527,527
494,480,859,811
495,777,777,597
496,6,6,2
497,982,982,982
498,630,630,630
499,126,509,703
500,709,748,709
501,445,445,445
502,215,215,215
503,610,610,610
504,324,324,324
505,431,516,431
506,595,595,595
507,635,635,635
508,552,552,552
509,854,854,854
510,162,162,162
511,327,327,327
512,582,582,582
513,676,777,626
514,243,242,242
515,865,916,790
516,501,728,869
517,862,970,970
518,620,620,681
519,532,532,495
520,521,521,521
521,985,985,985
522,403,403,403
523,152,152,152
524,131,131,131
525,472,472,472
526,309,316,316
527,877,877,877
528,572,572,572
529,556,556,556
530,846,619,846
531,706,706,861
532,952,983,89
533,785,785,838
534,315,315,315
535,165,165,165
536,149,149,149
537,218,218,218
538,570,570,570
539,828,712,607
540,187,187,193
541,640,640,640
542,328,328,328
543,673,434,851
544,771,771,771
545,331,331,330
546,32,32,32
547,117,117,117
548,655,489,433
549,559,559,559
550,248,250,250
551,648,648,897
552,183,183,183
553,55,55,55
554,69,69,69
555,305,305,959
556,81,81,81
557,759,622,759
558,673,673,662
559,410,410,599
560,272,272,280
561,133,133,141
562,675,675,675
563,265,153,153
564,570,570,570
565,345,345,346
566,278,278,277
567,304,304,301
568,106,106,106
569,579,579,881
570,495,495,495
571,556,998,556
