,base pred,meta pred,true label
0,503,503,503
1,92,92,491
2,65,65,65
3,473,473,772
4,414,414,617
5,947,947,947
6,640,646,640
7,165,165,164
8,956,956,947
9,311,311,311
10,665,665,665
11,524,524,524
12,449,449,781
13,127,127,134
14,310,310,310
15,416,416,416
16,782,851,851
17,431,431,529
18,615,615,615
19,115,110,115
20,975,975,971
21,820,820,820
22,422,422,422
23,361,361,361
24,648,648,648
25,118,118,118
26,917,917,917
27,578,578,578
28,808,775,808
29,519,519,519
30,956,956,956
31,254,254,785
32,28,53,65
33,721,721,721
34,431,431,516
35,430,430,430
36,463,463,525
37,75,75,75
38,458,458,458
39,141,141,141
40,763,763,764
41,74,74,74
42,239,239,239
43,191,191,191
44,946,946,946
45,778,778,778
46,569,569,569
47,200,200,200
48,612,612,612
49,599,599,828
50,943,943,943
51,305,305,305
52,170,159,170
53,497,497,497
54,607,607,607
55,684,684,684
56,535,535,618
57,120,120,120
58,750,750,520
59,399,399,432
60,656,475,475
61,456,600,623
62,116,116,116
63,7,8,730
64,67,67,67
65,797,797,797
66,616,616,808
67,72,72,72
68,681,681,620
69,206,206,206
70,879,879,879
71,535,535,535
72,598,598,598
73,96,96,96
74,308,308,319
75,327,327,119
76,847,847,847
77,768,768,768
78,425,425,425
79,724,724,724
80,493,493,799
81,161,161,167
82,261,261,261
83,985,985,985
84,100,100,100
85,356,356,361
86,869,869,568
87,195,195,253
88,854,854,854
89,702,702,702
90,269,269,271
91,622,622,622
92,459,459,459
93,978,978,978
94,272,272,272
95,88,560,970
96,281,651,651
97,908,469,908
98,234,234,165
99,463,463,463
100,148,148,148
101,746,473,795
102,429,413,880
103,203,203,185
104,812,812,812
105,473,473,647
106,441,584,719
107,929,929,415
108,178,178,178
109,70,70,70
110,9,9,9
111,47,47,47
112,485,485,485
113,445,445,445
114,643,804,804
115,466,466,466
116,717,717,717
117,834,834,834
118,202,202,202
119,202,202,170
120,263,263,263
121,176,176,173
122,947,930,947
123,159,159,246
124,227,227,223
125,399,399,775
126,252,252,252
127,216,216,216
128,37,37,37
129,371,371,381
130,503,503,804
131,250,250,248
132,61,52,62
133,134,134,134
134,432,486,583
135,972,972,972
136,349,349,348
137,236,236,236
138,406,406,687
139,212,212,212
140,416,416,416
141,940,940,940
142,585,585,650
143,409,409,409
144,321,321,321
145,318,318,318
146,796,691,796
147,688,688,688
148,525,525,525
149,527,527,508
150,755,755,755
151,2,147,150
152,94,94,94
153,531,531,531
154,927,927,927
155,620,620,620
156,599,599,410
157,646,646,646
158,206,206,206
159,705,705,839
160,130,130,130
161,314,314,725
162,551,551,551
163,461,461,461
164,169,169,169
165,432,432,432
166,399,399,399
167,424,424,454
168,618,618,618
169,470,470,470
170,812,812,812
171,853,853,853
172,791,791,791
173,641,618,813
174,367,367,367
175,255,255,255
176,641,641,641
177,4,4,395
178,219,219,219
179,142,142,143
180,569,569,569
181,18,18,18
182,463,412,463
183,453,453,453
184,388,388,850
185,314,314,785
186,293,293,293
187,476,573,601
188,465,433,465
189,364,364,364
190,450,450,450
191,305,305,305
192,622,622,622
193,361,361,361
194,816,816,816
195,281,281,281
196,717,717,717
197,443,443,584
198,326,326,326
199,302,302,302
200,935,935,935
201,503,503,503
202,342,342,342
203,302,302,302
204,996,996,996
205,868,868,959
206,758,758,758
207,552,552,552
208,732,759,759
209,534,534,585
210,776,776,683
211,789,789,789
212,388,388,388
213,210,210,210
214,366,366,366
215,44,44,44
216,323,323,323
217,826,826,531
218,576,576,576
219,46,46,47
220,389,389,389
221,367,367,367
222,121,121,119
223,830,830,830
224,403,510,536
225,330,330,330
226,423,423,791
227,464,464,464
228,96,96,96
229,339,339,339
230,900,900,900
231,531,531,531
232,295,295,295
233,240,240,239
234,487,487,527
235,772,772,772
236,417,417,815
237,339,339,339
238,114,114,113
239,594,594,594
240,430,430,430
241,719,719,719
242,181,181,181
243,463,427,427
244,248,248,248
245,336,336,336
246,238,239,239
247,697,697,614
248,409,409,892
249,500,500,336
250,687,687,687
251,626,748,748
252,149,149,149
253,69,69,69
254,383,383,383
255,445,445,806
256,649,649,649
257,419,419,419
258,781,498,918
259,788,788,788
260,626,626,470
261,612,612,603
262,529,529,667
263,778,704,778
264,489,489,489
265,588,588,790
266,678,678,830
267,537,537,248
268,270,270,270
269,738,738,738
270,640,640,640
271,910,910,452
272,423,423,423
273,493,493,823
274,994,994,994
275,804,804,896
276,625,625,625
277,312,312,311
278,909,909,909
279,657,657,744
280,649,649,649
281,405,405,405
282,110,110,115
283,106,106,106
284,445,445,445
285,640,640,545
286,297,297,297
287,268,268,268
288,463,463,463
289,873,873,708
290,987,987,987
291,603,603,603
292,30,30,394
293,543,422,422
294,199,199,223
295,442,858,497
296,48,48,48
297,110,110,115
298,894,894,729
299,393,393,393
300,205,205,205
301,660,660,410
302,917,917,610
303,35,35,35
304,708,708,596
305,495,495,455
306,748,893,709
307,33,33,34
308,237,237,237
309,333,333,333
310,623,623,623
311,588,588,588
312,630,630,630
313,582,582,415
314,384,384,384
315,252,252,252
316,210,210,210
317,1,1,1
318,584,584,398
319,652,652,652
320,319,319,320
321,451,451,464
322,212,212,212
323,238,238,238
324,474,474,841
325,136,136,136
326,25,25,25
327,467,923,521
328,248,248,250
329,232,232,231
330,577,577,712
331,320,320,319
332,66,66,68
333,103,103,960
334,672,672,672
335,308,308,308
336,433,478,741
337,194,185,187
338,231,231,230
339,169,169,169
340,95,95,47
341,310,310,310
342,205,205,206
343,67,67,67
344,213,213,213
345,106,106,341
346,196,196,196
347,803,803,803
348,559,559,765
349,282,282,281
350,351,353,351
351,217,217,217
352,156,156,156
353,310,310,310
354,843,843,843
355,458,458,458
356,684,684,684
357,924,924,647
358,562,562,562
359,958,958,809
360,29,29,29
361,687,687,523
362,756,756,756
363,329,443,610
364,971,971,971
365,769,429,39
